brewer	freq	prob	cfreq	cprob	count	cfrac
10240	4	4.541e-06	879442	0.9983	1855	0.6758
28335	4	4.541e-06	879446	0.9983	1856	0.6761
13731	4	4.541e-06	879450	0.9983	1857	0.6765
23663	4	4.541e-06	879454	0.9983	1858	0.6769
25849	4	4.541e-06	879458	0.9983	1859	0.6772
22189	4	4.541e-06	879462	0.9983	1860	0.6776
21743	4	4.541e-06	879466	0.9983	1861	0.678
12829	4	4.541e-06	879470	0.9984	1862	0.6783
25877	3	3.406e-06	879473	0.9984	1863	0.6787
1330	3	3.406e-06	879476	0.9984	1864	0.6791
3017	3	3.406e-06	879479	0.9984	1865	0.6794
6607	3	3.406e-06	879482	0.9984	1866	0.6798
4643	3	3.406e-06	879485	0.9984	1867	0.6801
17752	3	3.406e-06	879488	0.9984	1868	0.6805
17430	3	3.406e-06	879491	0.9984	1869	0.6809
18408	3	3.406e-06	879494	0.9984	1870	0.6812
506	3	3.406e-06	879497	0.9984	1871	0.6816
29206	3	3.406e-06	879500	0.9984	1872	0.682
8059	3	3.406e-06	879503	0.9984	1873	0.6823
8037	3	3.406e-06	879506	0.9984	1874	0.6827
1222	3	3.406e-06	879509	0.9984	1875	0.6831
3891	3	3.406e-06	879512	0.9984	1876	0.6834
23291	3	3.406e-06	879515	0.9984	1877	0.6838
2016	3	3.406e-06	879518	0.9984	1878	0.6842
29721	3	3.406e-06	879521	0.9984	1879	0.6845
13630	3	3.406e-06	879524	0.9984	1880	0.6849
28277	3	3.406e-06	879527	0.9984	1881	0.6852
10045	3	3.406e-06	879530	0.9984	1882	0.6856
27572	3	3.406e-06	879533	0.9984	1883	0.686
28614	3	3.406e-06	879536	0.9984	1884	0.6863
2417	3	3.406e-06	879539	0.9984	1885	0.6867
21707	3	3.406e-06	879542	0.9984	1886	0.6871
2614	3	3.406e-06	879545	0.9984	1887	0.6874
19281	3	3.406e-06	879548	0.9984	1888	0.6878
12134	3	3.406e-06	879551	0.9984	1889	0.6882
20142	3	3.406e-06	879554	0.9984	1890	0.6885
29331	3	3.406e-06	879557	0.9984	1891	0.6889
4168	3	3.406e-06	879560	0.9985	1892	0.6893
28133	3	3.406e-06	879563	0.9985	1893	0.6896
18207	3	3.406e-06	879566	0.9985	1894	0.69
26919	3	3.406e-06	879569	0.9985	1895	0.6903
22118	3	3.406e-06	879572	0.9985	1896	0.6907
7382	3	3.406e-06	879575	0.9985	1897	0.6911
25706	3	3.406e-06	879578	0.9985	1898	0.6914
22075	3	3.406e-06	879581	0.9985	1899	0.6918
20466	3	3.406e-06	879584	0.9985	1900	0.6922
21248	3	3.406e-06	879587	0.9985	1901	0.6925
28755	3	3.406e-06	879590	0.9985	1902	0.6929
25313	3	3.406e-06	879593	0.9985	1903	0.6933
17575	3	3.406e-06	879596	0.9985	1904	0.6936
3144	3	3.406e-06	879599	0.9985	1905	0.694
15467	3	3.406e-06	879602	0.9985	1906	0.6944
14011	3	3.406e-06	879605	0.9985	1907	0.6947
3204	3	3.406e-06	879608	0.9985	1908	0.6951
27382	3	3.406e-06	879611	0.9985	1909	0.6954
20489	3	3.406e-06	879614	0.9985	1910	0.6958
6410	3	3.406e-06	879617	0.9985	1911	0.6962
4272	3	3.406e-06	879620	0.9985	1912	0.6965
29645	3	3.406e-06	879623	0.9985	1913	0.6969
4914	3	3.406e-06	879626	0.9985	1914	0.6973
27778	3	3.406e-06	879629	0.9985	1915	0.6976
4714	3	3.406e-06	879632	0.9985	1916	0.698
29143	3	3.406e-06	879635	0.9985	1917	0.6984
14313	3	3.406e-06	879638	0.9985	1918	0.6987
5024	3	3.406e-06	879641	0.9985	1919	0.6991
1821	3	3.406e-06	879644	0.9985	1920	0.6995
3139	3	3.406e-06	879647	0.9986	1921	0.6998
17909	3	3.406e-06	879650	0.9986	1922	0.7002
27512	3	3.406e-06	879653	0.9986	1923	0.7005
17145	3	3.406e-06	879656	0.9986	1924	0.7009
23109	3	3.406e-06	879659	0.9986	1925	0.7013
17033	3	3.406e-06	879662	0.9986	1926	0.7016
21064	3	3.406e-06	879665	0.9986	1927	0.702
4831	3	3.406e-06	879668	0.9986	1928	0.7024
25887	3	3.406e-06	879671	0.9986	1929	0.7027
25663	3	3.406e-06	879674	0.9986	1930	0.7031
10538	3	3.406e-06	879677	0.9986	1931	0.7035
26505	3	3.406e-06	879680	0.9986	1932	0.7038
22329	3	3.406e-06	879683	0.9986	1933	0.7042
25488	3	3.406e-06	879686	0.9986	1934	0.7046
17005	3	3.406e-06	879689	0.9986	1935	0.7049
9085	3	3.406e-06	879692	0.9986	1936	0.7053
20467	3	3.406e-06	879695	0.9986	1937	0.7056
24541	3	3.406e-06	879698	0.9986	1938	0.706
9648	3	3.406e-06	879701	0.9986	1939	0.7064
8770	3	3.406e-06	879704	0.9986	1940	0.7067
24951	3	3.406e-06	879707	0.9986	1941	0.7071
22801	3	3.406e-06	879710	0.9986	1942	0.7075
17683	3	3.406e-06	879713	0.9986	1943	0.7078
6903	3	3.406e-06	879716	0.9986	1944	0.7082
23352	3	3.406e-06	879719	0.9986	1945	0.7086
4177	3	3.406e-06	879722	0.9986	1946	0.7089
17050	3	3.406e-06	879725	0.9986	1947	0.7093
24868	3	3.406e-06	879728	0.9986	1948	0.7097
11898	3	3.406e-06	879731	0.9986	1949	0.71
3113	3	3.406e-06	879734	0.9987	1950	0.7104
13454	3	3.406e-06	879737	0.9987	1951	0.7107
4950	3	3.406e-06	879740	0.9987	1952	0.7111
12219	3	3.406e-06	879743	0.9987	1953	0.7115
13935	3	3.406e-06	879746	0.9987	1954	0.7118
25769	3	3.406e-06	879749	0.9987	1955	0.7122
17635	3	3.406e-06	879752	0.9987	1956	0.7126
12050	3	3.406e-06	879755	0.9987	1957	0.7129
13435	3	3.406e-06	879758	0.9987	1958	0.7133
9350	3	3.406e-06	879761	0.9987	1959	0.7137
8901	3	3.406e-06	879764	0.9987	1960	0.714
16389	3	3.406e-06	879767	0.9987	1961	0.7144
13863	3	3.406e-06	879770	0.9987	1962	0.7148
24688	3	3.406e-06	879773	0.9987	1963	0.7151
22039	3	3.406e-06	879776	0.9987	1964	0.7155
7084	3	3.406e-06	879779	0.9987	1965	0.7158
6526	3	3.406e-06	879782	0.9987	1966	0.7162
11054	3	3.406e-06	879785	0.9987	1967	0.7166
10165	3	3.406e-06	879788	0.9987	1968	0.7169
883	3	3.406e-06	879791	0.9987	1969	0.7173
11973	3	3.406e-06	879794	0.9987	1970	0.7177
12261	3	3.406e-06	879797	0.9987	1971	0.718
8951	3	3.406e-06	879800	0.9987	1972	0.7184
27050	3	3.406e-06	879803	0.9987	1973	0.7188
5624	3	3.406e-06	879806	0.9987	1974	0.7191
7015	3	3.406e-06	879809	0.9987	1975	0.7195
28083	3	3.406e-06	879812	0.9987	1976	0.7199
29047	3	3.406e-06	879815	0.9987	1977	0.7202
8187	3	3.406e-06	879818	0.9987	1978	0.7206
15527	3	3.406e-06	879821	0.9987	1979	0.7209
7199	3	3.406e-06	879824	0.9988	1980	0.7213
7585	3	3.406e-06	879827	0.9988	1981	0.7217
25739	3	3.406e-06	879830	0.9988	1982	0.722
26684	3	3.406e-06	879833	0.9988	1983	0.7224
23083	3	3.406e-06	879836	0.9988	1984	0.7228
18147	3	3.406e-06	879839	0.9988	1985	0.7231
25745	3	3.406e-06	879842	0.9988	1986	0.7235
7516	3	3.406e-06	879845	0.9988	1987	0.7239
14233	3	3.406e-06	879848	0.9988	1988	0.7242
25709	3	3.406e-06	879851	0.9988	1989	0.7246
25550	3	3.406e-06	879854	0.9988	1990	0.725
8427	3	3.406e-06	879857	0.9988	1991	0.7253
9997	3	3.406e-06	879860	0.9988	1992	0.7257
2551	3	3.406e-06	879863	0.9988	1993	0.726
29198	3	3.406e-06	879866	0.9988	1994	0.7264
4427	3	3.406e-06	879869	0.9988	1995	0.7268
9133	3	3.406e-06	879872	0.9988	1996	0.7271
4043	3	3.406e-06	879875	0.9988	1997	0.7275
15666	3	3.406e-06	879878	0.9988	1998	0.7279
11537	3	3.406e-06	879881	0.9988	1999	0.7282
21312	3	3.406e-06	879884	0.9988	2000	0.7286
12577	3	3.406e-06	879887	0.9988	2001	0.729
12445	3	3.406e-06	879890	0.9988	2002	0.7293
28433	3	3.406e-06	879893	0.9988	2003	0.7297
23630	3	3.406e-06	879896	0.9988	2004	0.7301
4839	3	3.406e-06	879899	0.9988	2005	0.7304
12281	3	3.406e-06	879902	0.9988	2006	0.7308
12621	3	3.406e-06	879905	0.9988	2007	0.7311
29261	3	3.406e-06	879908	0.9988	2008	0.7315
27142	3	3.406e-06	879911	0.9989	2009	0.7319
15987	3	3.406e-06	879914	0.9989	2010	0.7322
17184	3	3.406e-06	879917	0.9989	2011	0.7326
23968	3	3.406e-06	879920	0.9989	2012	0.733
1677	3	3.406e-06	879923	0.9989	2013	0.7333
8383	3	3.406e-06	879926	0.9989	2014	0.7337
2361	3	3.406e-06	879929	0.9989	2015	0.7341
11940	3	3.406e-06	879932	0.9989	2016	0.7344
25920	3	3.406e-06	879935	0.9989	2017	0.7348
4040	2	2.27e-06	879937	0.9989	2018	0.7352
11455	2	2.27e-06	879939	0.9989	2019	0.7355
5883	2	2.27e-06	879941	0.9989	2020	0.7359
23357	2	2.27e-06	879943	0.9989	2021	0.7362
28330	2	2.27e-06	879945	0.9989	2022	0.7366
19626	2	2.27e-06	879947	0.9989	2023	0.737
11417	2	2.27e-06	879949	0.9989	2024	0.7373
24554	2	2.27e-06	879951	0.9989	2025	0.7377
943	2	2.27e-06	879953	0.9989	2026	0.7381
26216	2	2.27e-06	879955	0.9989	2027	0.7384
24007	2	2.27e-06	879957	0.9989	2028	0.7388
28149	2	2.27e-06	879959	0.9989	2029	0.7392
8818	2	2.27e-06	879961	0.9989	2030	0.7395
26601	2	2.27e-06	879963	0.9989	2031	0.7399
18503	2	2.27e-06	879965	0.9989	2032	0.7403
5056	2	2.27e-06	879967	0.9989	2033	0.7406
5958	2	2.27e-06	879969	0.9989	2034	0.741
20560	2	2.27e-06	879971	0.9989	2035	0.7413
21986	2	2.27e-06	879973	0.9989	2036	0.7417
8806	2	2.27e-06	879975	0.9989	2037	0.7421
28622	2	2.27e-06	879977	0.9989	2038	0.7424
25919	2	2.27e-06	879979	0.9989	2039	0.7428
29665	2	2.27e-06	879981	0.9989	2040	0.7432
4047	2	2.27e-06	879983	0.9989	2041	0.7435
27008	2	2.27e-06	879985	0.9989	2042	0.7439
1065	2	2.27e-06	879987	0.9989	2043	0.7443
12945	2	2.27e-06	879989	0.9989	2044	0.7446
25381	2	2.27e-06	879991	0.9989	2045	0.745
14140	2	2.27e-06	879993	0.9989	2046	0.7454
1354	2	2.27e-06	879995	0.9989	2047	0.7457
27829	2	2.27e-06	879997	0.9989	2048	0.7461
11710	2	2.27e-06	879999	0.999	2049	0.7464
10665	2	2.27e-06	880001	0.999	2050	0.7468
14528	2	2.27e-06	880003	0.999	2051	0.7472
1522	2	2.27e-06	880005	0.999	2052	0.7475
929	2	2.27e-06	880007	0.999	2053	0.7479
13774	2	2.27e-06	880009	0.999	2054	0.7483
12393	2	2.27e-06	880011	0.999	2055	0.7486
11935	2	2.27e-06	880013	0.999	2056	0.749
290	2	2.27e-06	880015	0.999	2057	0.7494
16849	2	2.27e-06	880017	0.999	2058	0.7497
18262	2	2.27e-06	880019	0.999	2059	0.7501
15696	2	2.27e-06	880021	0.999	2060	0.7505
14762	2	2.27e-06	880023	0.999	2061	0.7508
25268	2	2.27e-06	880025	0.999	2062	0.7512
5401	2	2.27e-06	880027	0.999	2063	0.7515
16304	2	2.27e-06	880029	0.999	2064	0.7519
29630	2	2.27e-06	880031	0.999	2065	0.7523
12299	2	2.27e-06	880033	0.999	2066	0.7526
6107	2	2.27e-06	880035	0.999	2067	0.753
21869	2	2.27e-06	880037	0.999	2068	0.7534
24285	2	2.27e-06	880039	0.999	2069	0.7537
17902	2	2.27e-06	880041	0.999	2070	0.7541
22759	2	2.27e-06	880043	0.999	2071	0.7545
21208	2	2.27e-06	880045	0.999	2072	0.7548
17545	2	2.27e-06	880047	0.999	2073	0.7552
28490	2	2.27e-06	880049	0.999	2074	0.7556
18670	2	2.27e-06	880051	0.999	2075	0.7559
4416	2	2.27e-06	880053	0.999	2076	0.7563
997	2	2.27e-06	880055	0.999	2077	0.7566
19026	2	2.27e-06	880057	0.999	2078	0.757
22811	2	2.27e-06	880059	0.999	2079	0.7574
11551	2	2.27e-06	880061	0.999	2080	0.7577
27399	2	2.27e-06	880063	0.999	2081	0.7581
11370	2	2.27e-06	880065	0.999	2082	0.7585
11064	2	2.27e-06	880067	0.999	2083	0.7588
3991	2	2.27e-06	880069	0.999	2084	0.7592
2919	2	2.27e-06	880071	0.999	2085	0.7596
2004	2	2.27e-06	880073	0.999	2086	0.7599
11207	2	2.27e-06	880075	0.999	2087	0.7603
27212	2	2.27e-06	880077	0.999	2088	0.7607
9923	2	2.27e-06	880079	0.999	2089	0.761
19552	2	2.27e-06	880081	0.999	2090	0.7614
18858	2	2.27e-06	880083	0.999	2091	0.7617
17574	2	2.27e-06	880085	0.999	2092	0.7621
28657	2	2.27e-06	880087	0.9991	2093	0.7625
15563	2	2.27e-06	880089	0.9991	2094	0.7628
11958	2	2.27e-06	880091	0.9991	2095	0.7632
27660	2	2.27e-06	880093	0.9991	2096	0.7636
775	2	2.27e-06	880095	0.9991	2097	0.7639
24777	2	2.27e-06	880097	0.9991	2098	0.7643
21341	2	2.27e-06	880099	0.9991	2099	0.7647
974	2	2.27e-06	880101	0.9991	2100	0.765
22466	2	2.27e-06	880103	0.9991	2101	0.7654
5289	2	2.27e-06	880105	0.9991	2102	0.7658
17604	2	2.27e-06	880107	0.9991	2103	0.7661
16113	2	2.27e-06	880109	0.9991	2104	0.7665
16830	2	2.27e-06	880111	0.9991	2105	0.7668
5976	2	2.27e-06	880113	0.9991	2106	0.7672
757	2	2.27e-06	880115	0.9991	2107	0.7676
29869	2	2.27e-06	880117	0.9991	2108	0.7679
21290	2	2.27e-06	880119	0.9991	2109	0.7683
25970	2	2.27e-06	880121	0.9991	2110	0.7687
17913	2	2.27e-06	880123	0.9991	2111	0.769
26268	2	2.27e-06	880125	0.9991	2112	0.7694
6425	2	2.27e-06	880127	0.9991	2113	0.7698
21443	2	2.27e-06	880129	0.9991	2114	0.7701
19419	2	2.27e-06	880131	0.9991	2115	0.7705
11141	2	2.27e-06	880133	0.9991	2116	0.7709
15261	2	2.27e-06	880135	0.9991	2117	0.7712
6610	2	2.27e-06	880137	0.9991	2118	0.7716
12988	2	2.27e-06	880139	0.9991	2119	0.7719
29447	2	2.27e-06	880141	0.9991	2120	0.7723
2562	2	2.27e-06	880143	0.9991	2121	0.7727
5472	2	2.27e-06	880145	0.9991	2122	0.773
19998	2	2.27e-06	880147	0.9991	2123	0.7734
13693	2	2.27e-06	880149	0.9991	2124	0.7738
12094	2	2.27e-06	880151	0.9991	2125	0.7741
23288	2	2.27e-06	880153	0.9991	2126	0.7745
13261	2	2.27e-06	880155	0.9991	2127	0.7749
18584	2	2.27e-06	880157	0.9991	2128	0.7752
16453	2	2.27e-06	880159	0.9991	2129	0.7756
27523	2	2.27e-06	880161	0.9991	2130	0.776
9215	2	2.27e-06	880163	0.9991	2131	0.7763
2386	2	2.27e-06	880165	0.9991	2132	0.7767
27121	2	2.27e-06	880167	0.9991	2133	0.777
6200	2	2.27e-06	880169	0.9991	2134	0.7774
8914	2	2.27e-06	880171	0.9991	2135	0.7778
20570	2	2.27e-06	880173	0.9991	2136	0.7781
7317	2	2.27e-06	880175	0.9992	2137	0.7785
22703	2	2.27e-06	880177	0.9992	2138	0.7789
26463	2	2.27e-06	880179	0.9992	2139	0.7792
15604	2	2.27e-06	880181	0.9992	2140	0.7796
17177	2	2.27e-06	880183	0.9992	2141	0.78
15109	2	2.27e-06	880185	0.9992	2142	0.7803
11693	2	2.27e-06	880187	0.9992	2143	0.7807
13364	2	2.27e-06	880189	0.9992	2144	0.7811
18786	2	2.27e-06	880191	0.9992	2145	0.7814
18095	2	2.27e-06	880193	0.9992	2146	0.7818
28090	2	2.27e-06	880195	0.9992	2147	0.7821
9645	2	2.27e-06	880197	0.9992	2148	0.7825
10763	2	2.27e-06	880199	0.9992	2149	0.7829
15331	2	2.27e-06	880201	0.9992	2150	0.7832
26464	2	2.27e-06	880203	0.9992	2151	0.7836
7184	2	2.27e-06	880205	0.9992	2152	0.784
5218	2	2.27e-06	880207	0.9992	2153	0.7843
19477	2	2.27e-06	880209	0.9992	2154	0.7847
10646	2	2.27e-06	880211	0.9992	2155	0.7851
5246	2	2.27e-06	880213	0.9992	2156	0.7854
6207	2	2.27e-06	880215	0.9992	2157	0.7858
20792	2	2.27e-06	880217	0.9992	2158	0.7862
10888	2	2.27e-06	880219	0.9992	2159	0.7865
10517	2	2.27e-06	880221	0.9992	2160	0.7869
25802	2	2.27e-06	880223	0.9992	2161	0.7872
21746	2	2.27e-06	880225	0.9992	2162	0.7876
13157	2	2.27e-06	880227	0.9992	2163	0.788
944	2	2.27e-06	880229	0.9992	2164	0.7883
23500	2	2.27e-06	880231	0.9992	2165	0.7887
21167	2	2.27e-06	880233	0.9992	2166	0.7891
8551	2	2.27e-06	880235	0.9992	2167	0.7894
14920	2	2.27e-06	880237	0.9992	2168	0.7898
29864	2	2.27e-06	880239	0.9992	2169	0.7902
6267	2	2.27e-06	880241	0.9992	2170	0.7905
21444	2	2.27e-06	880243	0.9992	2171	0.7909
5744	2	2.27e-06	880245	0.9992	2172	0.7913
17901	2	2.27e-06	880247	0.9992	2173	0.7916
16632	2	2.27e-06	880249	0.9992	2174	0.792
24847	2	2.27e-06	880251	0.9992	2175	0.7923
19983	2	2.27e-06	880253	0.9992	2176	0.7927
21536	2	2.27e-06	880255	0.9992	2177	0.7931
29239	2	2.27e-06	880257	0.9992	2178	0.7934
13793	2	2.27e-06	880259	0.9992	2179	0.7938
12897	2	2.27e-06	880261	0.9992	2180	0.7942
20421	2	2.27e-06	880263	0.9993	2181	0.7945
16212	2	2.27e-06	880265	0.9993	2182	0.7949
7651	2	2.27e-06	880267	0.9993	2183	0.7953
24536	2	2.27e-06	880269	0.9993	2184	0.7956
11599	2	2.27e-06	880271	0.9993	2185	0.796
82	2	2.27e-06	880273	0.9993	2186	0.7964
7202	2	2.27e-06	880275	0.9993	2187	0.7967
232	2	2.27e-06	880277	0.9993	2188	0.7971
22857	2	2.27e-06	880279	0.9993	2189	0.7974
27792	2	2.27e-06	880281	0.9993	2190	0.7978
16909	2	2.27e-06	880283	0.9993	2191	0.7982
8392	2	2.27e-06	880285	0.9993	2192	0.7985
21974	2	2.27e-06	880287	0.9993	2193	0.7989
29592	2	2.27e-06	880289	0.9993	2194	0.7993
28907	2	2.27e-06	880291	0.9993	2195	0.7996
24930	2	2.27e-06	880293	0.9993	2196	0.8
21751	2	2.27e-06	880295	0.9993	2197	0.8004
725	2	2.27e-06	880297	0.9993	2198	0.8007
16437	2	2.27e-06	880299	0.9993	2199	0.8011
16631	2	2.27e-06	880301	0.9993	2200	0.8015
13047	2	2.27e-06	880303	0.9993	2201	0.8018
16081	2	2.27e-06	880305	0.9993	2202	0.8022
20622	2	2.27e-06	880307	0.9993	2203	0.8026
13740	2	2.27e-06	880309	0.9993	2204	0.8029
13607	2	2.27e-06	880311	0.9993	2205	0.8033
26442	2	2.27e-06	880313	0.9993	2206	0.8036
25913	2	2.27e-06	880315	0.9993	2207	0.804
16422	2	2.27e-06	880317	0.9993	2208	0.8044
17677	2	2.27e-06	880319	0.9993	2209	0.8047
12729	2	2.27e-06	880321	0.9993	2210	0.8051
8767	2	2.27e-06	880323	0.9993	2211	0.8055
25358	2	2.27e-06	880325	0.9993	2212	0.8058
3202	2	2.27e-06	880327	0.9993	2213	0.8062
16750	2	2.27e-06	880329	0.9993	2214	0.8066
29662	2	2.27e-06	880331	0.9993	2215	0.8069
20742	2	2.27e-06	880333	0.9993	2216	0.8073
1587	2	2.27e-06	880335	0.9993	2217	0.8077
18788	2	2.27e-06	880337	0.9993	2218	0.808
2799	2	2.27e-06	880339	0.9993	2219	0.8084
29595	2	2.27e-06	880341	0.9993	2220	0.8087
26283	2	2.27e-06	880343	0.9993	2221	0.8091
496	2	2.27e-06	880345	0.9993	2222	0.8095
3343	2	2.27e-06	880347	0.9993	2223	0.8098
1032	2	2.27e-06	880349	0.9993	2224	0.8102
18489	2	2.27e-06	880351	0.9994	2225	0.8106
28762	2	2.27e-06	880353	0.9994	2226	0.8109
10591	2	2.27e-06	880355	0.9994	2227	0.8113
632	2	2.27e-06	880357	0.9994	2228	0.8117
13925	2	2.27e-06	880359	0.9994	2229	0.812
10357	2	2.27e-06	880361	0.9994	2230	0.8124
28459	2	2.27e-06	880363	0.9994	2231	0.8128
12788	2	2.27e-06	880365	0.9994	2232	0.8131
15532	2	2.27e-06	880367	0.9994	2233	0.8135
22385	2	2.27e-06	880369	0.9994	2234	0.8138
12668	2	2.27e-06	880371	0.9994	2235	0.8142
16319	2	2.27e-06	880373	0.9994	2236	0.8146
15414	2	2.27e-06	880375	0.9994	2237	0.8149
5922	2	2.27e-06	880377	0.9994	2238	0.8153
23077	2	2.27e-06	880379	0.9994	2239	0.8157
21676	2	2.27e-06	880381	0.9994	2240	0.816
3756	2	2.27e-06	880383	0.9994	2241	0.8164
529	2	2.27e-06	880385	0.9994	2242	0.8168
3239	2	2.27e-06	880387	0.9994	2243	0.8171
21939	2	2.27e-06	880389	0.9994	2244	0.8175
28041	2	2.27e-06	880391	0.9994	2245	0.8179
3333	2	2.27e-06	880393	0.9994	2246	0.8182
29691	2	2.27e-06	880395	0.9994	2247	0.8186
20512	2	2.27e-06	880397	0.9994	2248	0.8189
2683	2	2.27e-06	880399	0.9994	2249	0.8193
22046	2	2.27e-06	880401	0.9994	2250	0.8197
11215	2	2.27e-06	880403	0.9994	2251	0.82
20702	2	2.27e-06	880405	0.9994	2252	0.8204
19624	2	2.27e-06	880407	0.9994	2253	0.8208
18275	2	2.27e-06	880409	0.9994	2254	0.8211
21901	2	2.27e-06	880411	0.9994	2255	0.8215
3558	2	2.27e-06	880413	0.9994	2256	0.8219
12401	2	2.27e-06	880415	0.9994	2257	0.8222
679	2	2.27e-06	880417	0.9994	2258	0.8226
15622	2	2.27e-06	880419	0.9994	2259	0.823
18104	2	2.27e-06	880421	0.9994	2260	0.8233
23152	2	2.27e-06	880423	0.9994	2261	0.8237
14652	2	2.27e-06	880425	0.9994	2262	0.824
2684	2	2.27e-06	880427	0.9994	2263	0.8244
7849	2	2.27e-06	880429	0.9994	2264	0.8248
25041	2	2.27e-06	880431	0.9994	2265	0.8251
29553	2	2.27e-06	880433	0.9994	2266	0.8255
334	2	2.27e-06	880435	0.9994	2267	0.8259
8061	2	2.27e-06	880437	0.9994	2268	0.8262
25418	2	2.27e-06	880439	0.9995	2269	0.8266
8994	2	2.27e-06	880441	0.9995	2270	0.827
15534	2	2.27e-06	880443	0.9995	2271	0.8273
3610	2	2.27e-06	880445	0.9995	2272	0.8277
16196	2	2.27e-06	880447	0.9995	2273	0.8281
18125	2	2.27e-06	880449	0.9995	2274	0.8284
19912	2	2.27e-06	880451	0.9995	2275	0.8288
14862	2	2.27e-06	880453	0.9995	2276	0.8291
25787	2	2.27e-06	880455	0.9995	2277	0.8295
22140	1	1.135e-06	880456	0.9995	2278	0.8299
26710	1	1.135e-06	880457	0.9995	2279	0.8302
9705	1	1.135e-06	880458	0.9995	2280	0.8306
9983	1	1.135e-06	880459	0.9995	2281	0.831
22893	1	1.135e-06	880460	0.9995	2282	0.8313
19131	1	1.135e-06	880461	0.9995	2283	0.8317
14740	1	1.135e-06	880462	0.9995	2284	0.8321
23919	1	1.135e-06	880463	0.9995	2285	0.8324
17733	1	1.135e-06	880464	0.9995	2286	0.8328
9701	1	1.135e-06	880465	0.9995	2287	0.8332
28262	1	1.135e-06	880466	0.9995	2288	0.8335
25262	1	1.135e-06	880467	0.9995	2289	0.8339
28174	1	1.135e-06	880468	0.9995	2290	0.8342
9738	1	1.135e-06	880469	0.9995	2291	0.8346
27196	1	1.135e-06	880470	0.9995	2292	0.835
14984	1	1.135e-06	880471	0.9995	2293	0.8353
14384	1	1.135e-06	880472	0.9995	2294	0.8357
13909	1	1.135e-06	880473	0.9995	2295	0.8361
9720	1	1.135e-06	880474	0.9995	2296	0.8364
12522	1	1.135e-06	880475	0.9995	2297	0.8368
24110	1	1.135e-06	880476	0.9995	2298	0.8372
6910	1	1.135e-06	880477	0.9995	2299	0.8375
20230	1	1.135e-06	880478	0.9995	2300	0.8379
8221	1	1.135e-06	880479	0.9995	2301	0.8383
28561	1	1.135e-06	880480	0.9995	2302	0.8386
29479	1	1.135e-06	880481	0.9995	2303	0.839
26289	1	1.135e-06	880482	0.9995	2304	0.8393
26775	1	1.135e-06	880483	0.9995	2305	0.8397
5478	1	1.135e-06	880484	0.9995	2306	0.8401
5692	1	1.135e-06	880485	0.9995	2307	0.8404
19924	1	1.135e-06	880486	0.9995	2308	0.8408
19126	1	1.135e-06	880487	0.9995	2309	0.8412
16463	1	1.135e-06	880488	0.9995	2310	0.8415
16712	1	1.135e-06	880489	0.9995	2311	0.8419
6760	1	1.135e-06	880490	0.9995	2312	0.8423
29412	1	1.135e-06	880491	0.9995	2313	0.8426
27946	1	1.135e-06	880492	0.9995	2314	0.843
3553	1	1.135e-06	880493	0.9995	2315	0.8434
19110	1	1.135e-06	880494	0.9995	2316	0.8437
10477	1	1.135e-06	880495	0.9995	2317	0.8441
24290	1	1.135e-06	880496	0.9995	2318	0.8444
12167	1	1.135e-06	880497	0.9995	2319	0.8448
19362	1	1.135e-06	880498	0.9995	2320	0.8452
9524	1	1.135e-06	880499	0.9995	2321	0.8455
4396	1	1.135e-06	880500	0.9995	2322	0.8459
2689	1	1.135e-06	880501	0.9995	2323	0.8463
9949	1	1.135e-06	880502	0.9995	2324	0.8466
8502	1	1.135e-06	880503	0.9995	2325	0.847
13826	1	1.135e-06	880504	0.9995	2326	0.8474
22343	1	1.135e-06	880505	0.9995	2327	0.8477
1119	1	1.135e-06	880506	0.9995	2328	0.8481
4064	1	1.135e-06	880507	0.9995	2329	0.8485
1900	1	1.135e-06	880508	0.9995	2330	0.8488
13123	1	1.135e-06	880509	0.9995	2331	0.8492
9403	1	1.135e-06	880510	0.9995	2332	0.8495
16576	1	1.135e-06	880511	0.9995	2333	0.8499
27514	1	1.135e-06	880512	0.9995	2334	0.8503
21088	1	1.135e-06	880513	0.9995	2335	0.8506
9476	1	1.135e-06	880514	0.9995	2336	0.851
25127	1	1.135e-06	880515	0.9995	2337	0.8514
22181	1	1.135e-06	880516	0.9995	2338	0.8517
17387	1	1.135e-06	880517	0.9995	2339	0.8521
1652	1	1.135e-06	880518	0.9995	2340	0.8525
3145	1	1.135e-06	880519	0.9995	2341	0.8528
8281	1	1.135e-06	880520	0.9995	2342	0.8532
16061	1	1.135e-06	880521	0.9995	2343	0.8536
27025	1	1.135e-06	880522	0.9995	2344	0.8539
13930	1	1.135e-06	880523	0.9995	2345	0.8543
27080	1	1.135e-06	880524	0.9995	2346	0.8546
18614	1	1.135e-06	880525	0.9995	2347	0.855
2087	1	1.135e-06	880526	0.9995	2348	0.8554
1718	1	1.135e-06	880527	0.9996	2349	0.8557
8232	1	1.135e-06	880528	0.9996	2350	0.8561
9066	1	1.135e-06	880529	0.9996	2351	0.8565
29774	1	1.135e-06	880530	0.9996	2352	0.8568
8722	1	1.135e-06	880531	0.9996	2353	0.8572
24067	1	1.135e-06	880532	0.9996	2354	0.8576
308	1	1.135e-06	880533	0.9996	2355	0.8579
16552	1	1.135e-06	880534	0.9996	2356	0.8583
27271	1	1.135e-06	880535	0.9996	2357	0.8587
