brewer	freq	prob	cfreq	cprob	count	cfrac
28124	1	1.135e-06	880536	0.9996	2358	0.859
13521	1	1.135e-06	880537	0.9996	2359	0.8594
23908	1	1.135e-06	880538	0.9996	2360	0.8597
13940	1	1.135e-06	880539	0.9996	2361	0.8601
11463	1	1.135e-06	880540	0.9996	2362	0.8605
23221	1	1.135e-06	880541	0.9996	2363	0.8608
14940	1	1.135e-06	880542	0.9996	2364	0.8612
764	1	1.135e-06	880543	0.9996	2365	0.8616
655	1	1.135e-06	880544	0.9996	2366	0.8619
26400	1	1.135e-06	880545	0.9996	2367	0.8623
15436	1	1.135e-06	880546	0.9996	2368	0.8627
2590	1	1.135e-06	880547	0.9996	2369	0.863
4833	1	1.135e-06	880548	0.9996	2370	0.8634
14086	1	1.135e-06	880549	0.9996	2371	0.8638
1787	1	1.135e-06	880550	0.9996	2372	0.8641
25763	1	1.135e-06	880551	0.9996	2373	0.8645
25642	1	1.135e-06	880552	0.9996	2374	0.8648
21306	1	1.135e-06	880553	0.9996	2375	0.8652
17339	1	1.135e-06	880554	0.9996	2376	0.8656
26071	1	1.135e-06	880555	0.9996	2377	0.8659
29533	1	1.135e-06	880556	0.9996	2378	0.8663
25105	1	1.135e-06	880557	0.9996	2379	0.8667
412	1	1.135e-06	880558	0.9996	2380	0.867
29799	1	1.135e-06	880559	0.9996	2381	0.8674
25397	1	1.135e-06	880560	0.9996	2382	0.8678
20396	1	1.135e-06	880561	0.9996	2383	0.8681
729	1	1.135e-06	880562	0.9996	2384	0.8685
7938	1	1.135e-06	880563	0.9996	2385	0.8689
2447	1	1.135e-06	880564	0.9996	2386	0.8692
24451	1	1.135e-06	880565	0.9996	2387	0.8696
11698	1	1.135e-06	880566	0.9996	2388	0.8699
11771	1	1.135e-06	880567	0.9996	2389	0.8703
13459	1	1.135e-06	880568	0.9996	2390	0.8707
7121	1	1.135e-06	880569	0.9996	2391	0.871
19622	1	1.135e-06	880570	0.9996	2392	0.8714
11668	1	1.135e-06	880571	0.9996	2393	0.8718
1516	1	1.135e-06	880572	0.9996	2394	0.8721
20266	1	1.135e-06	880573	0.9996	2395	0.8725
23662	1	1.135e-06	880574	0.9996	2396	0.8729
11395	1	1.135e-06	880575	0.9996	2397	0.8732
3247	1	1.135e-06	880576	0.9996	2398	0.8736
15749	1	1.135e-06	880577	0.9996	2399	0.874
2816	1	1.135e-06	880578	0.9996	2400	0.8743
9786	1	1.135e-06	880579	0.9996	2401	0.8747
28318	1	1.135e-06	880580	0.9996	2402	0.875
27990	1	1.135e-06	880581	0.9996	2403	0.8754
23245	1	1.135e-06	880582	0.9996	2404	0.8758
4926	1	1.135e-06	880583	0.9996	2405	0.8761
9458	1	1.135e-06	880584	0.9996	2406	0.8765
7345	1	1.135e-06	880585	0.9996	2407	0.8769
15959	1	1.135e-06	880586	0.9996	2408	0.8772
27518	1	1.135e-06	880587	0.9996	2409	0.8776
13365	1	1.135e-06	880588	0.9996	2410	0.878
4828	1	1.135e-06	880589	0.9996	2411	0.8783
19927	1	1.135e-06	880590	0.9996	2412	0.8787
12399	1	1.135e-06	880591	0.9996	2413	0.8791
8126	1	1.135e-06	880592	0.9996	2414	0.8794
17867	1	1.135e-06	880593	0.9996	2415	0.8798
4216	1	1.135e-06	880594	0.9996	2416	0.8801
22982	1	1.135e-06	880595	0.9996	2417	0.8805
24199	1	1.135e-06	880596	0.9996	2418	0.8809
14922	1	1.135e-06	880597	0.9996	2419	0.8812
9009	1	1.135e-06	880598	0.9996	2420	0.8816
6538	1	1.135e-06	880599	0.9996	2421	0.882
12482	1	1.135e-06	880600	0.9996	2422	0.8823
1183	1	1.135e-06	880601	0.9996	2423	0.8827
6623	1	1.135e-06	880602	0.9996	2424	0.8831
14389	1	1.135e-06	880603	0.9996	2425	0.8834
26874	1	1.135e-06	880604	0.9996	2426	0.8838
21001	1	1.135e-06	880605	0.9996	2427	0.8842
9457	1	1.135e-06	880606	0.9996	2428	0.8845
20865	1	1.135e-06	880607	0.9996	2429	0.8849
3263	1	1.135e-06	880608	0.9996	2430	0.8852
26404	1	1.135e-06	880609	0.9996	2431	0.8856
25246	1	1.135e-06	880610	0.9996	2432	0.886
355	1	1.135e-06	880611	0.9996	2433	0.8863
29266	1	1.135e-06	880612	0.9996	2434	0.8867
6690	1	1.135e-06	880613	0.9996	2435	0.8871
4309	1	1.135e-06	880614	0.9996	2436	0.8874
6994	1	1.135e-06	880615	0.9997	2437	0.8878
17801	1	1.135e-06	880616	0.9997	2438	0.8882
28400	1	1.135e-06	880617	0.9997	2439	0.8885
8397	1	1.135e-06	880618	0.9997	2440	0.8889
4360	1	1.135e-06	880619	0.9997	2441	0.8893
21195	1	1.135e-06	880620	0.9997	2442	0.8896
7491	1	1.135e-06	880621	0.9997	2443	0.89
23380	1	1.135e-06	880622	0.9997	2444	0.8903
27017	1	1.135e-06	880623	0.9997	2445	0.8907
3297	1	1.135e-06	880624	0.9997	2446	0.8911
1829	1	1.135e-06	880625	0.9997	2447	0.8914
1069	1	1.135e-06	880626	0.9997	2448	0.8918
19255	1	1.135e-06	880627	0.9997	2449	0.8922
13295	1	1.135e-06	880628	0.9997	2450	0.8925
14892	1	1.135e-06	880629	0.9997	2451	0.8929
29725	1	1.135e-06	880630	0.9997	2452	0.8933
14169	1	1.135e-06	880631	0.9997	2453	0.8936
21865	1	1.135e-06	880632	0.9997	2454	0.894
12265	1	1.135e-06	880633	0.9997	2455	0.8944
23774	1	1.135e-06	880634	0.9997	2456	0.8947
4699	1	1.135e-06	880635	0.9997	2457	0.8951
3638	1	1.135e-06	880636	0.9997	2458	0.8954
22179	1	1.135e-06	880637	0.9997	2459	0.8958
19728	1	1.135e-06	880638	0.9997	2460	0.8962
8694	1	1.135e-06	880639	0.9997	2461	0.8965
19078	1	1.135e-06	880640	0.9997	2462	0.8969
285	1	1.135e-06	880641	0.9997	2463	0.8973
11532	1	1.135e-06	880642	0.9997	2464	0.8976
25893	1	1.135e-06	880643	0.9997	2465	0.898
9853	1	1.135e-06	880644	0.9997	2466	0.8984
13705	1	1.135e-06	880645	0.9997	2467	0.8987
2334	1	1.135e-06	880646	0.9997	2468	0.8991
3687	1	1.135e-06	880647	0.9997	2469	0.8995
1494	1	1.135e-06	880648	0.9997	2470	0.8998
10178	1	1.135e-06	880649	0.9997	2471	0.9002
5275	1	1.135e-06	880650	0.9997	2472	0.9005
22588	1	1.135e-06	880651	0.9997	2473	0.9009
11403	1	1.135e-06	880652	0.9997	2474	0.9013
654	1	1.135e-06	880653	0.9997	2475	0.9016
20476	1	1.135e-06	880654	0.9997	2476	0.902
28152	1	1.135e-06	880655	0.9997	2477	0.9024
13735	1	1.135e-06	880656	0.9997	2478	0.9027
22734	1	1.135e-06	880657	0.9997	2479	0.9031
20342	1	1.135e-06	880658	0.9997	2480	0.9035
323	1	1.135e-06	880659	0.9997	2481	0.9038
18818	1	1.135e-06	880660	0.9997	2482	0.9042
24214	1	1.135e-06	880661	0.9997	2483	0.9046
1955	1	1.135e-06	880662	0.9997	2484	0.9049
15013	1	1.135e-06	880663	0.9997	2485	0.9053
21622	1	1.135e-06	880664	0.9997	2486	0.9056
19521	1	1.135e-06	880665	0.9997	2487	0.906
24027	1	1.135e-06	880666	0.9997	2488	0.9064
28971	1	1.135e-06	880667	0.9997	2489	0.9067
24399	1	1.135e-06	880668	0.9997	2490	0.9071
12669	1	1.135e-06	880669	0.9997	2491	0.9075
23326	1	1.135e-06	880670	0.9997	2492	0.9078
13012	1	1.135e-06	880671	0.9997	2493	0.9082
17712	1	1.135e-06	880672	0.9997	2494	0.9086
23208	1	1.135e-06	880673	0.9997	2495	0.9089
26398	1	1.135e-06	880674	0.9997	2496	0.9093
8384	1	1.135e-06	880675	0.9997	2497	0.9097
11308	1	1.135e-06	880676	0.9997	2498	0.91
1359	1	1.135e-06	880677	0.9997	2499	0.9104
24171	1	1.135e-06	880678	0.9997	2500	0.9107
22674	1	1.135e-06	880679	0.9997	2501	0.9111
11123	1	1.135e-06	880680	0.9997	2502	0.9115
15202	1	1.135e-06	880681	0.9997	2503	0.9118
22629	1	1.135e-06	880682	0.9997	2504	0.9122
18563	1	1.135e-06	880683	0.9997	2505	0.9126
9834	1	1.135e-06	880684	0.9997	2506	0.9129
6566	1	1.135e-06	880685	0.9997	2507	0.9133
28039	1	1.135e-06	880686	0.9997	2508	0.9137
5381	1	1.135e-06	880687	0.9997	2509	0.914
9600	1	1.135e-06	880688	0.9997	2510	0.9144
12431	1	1.135e-06	880689	0.9997	2511	0.9148
14978	1	1.135e-06	880690	0.9997	2512	0.9151
8664	1	1.135e-06	880691	0.9997	2513	0.9155
1473	1	1.135e-06	880692	0.9997	2514	0.9158
13916	1	1.135e-06	880693	0.9997	2515	0.9162
6358	1	1.135e-06	880694	0.9997	2516	0.9166
20430	1	1.135e-06	880695	0.9997	2517	0.9169
14349	1	1.135e-06	880696	0.9997	2518	0.9173
19884	1	1.135e-06	880697	0.9997	2519	0.9177
16035	1	1.135e-06	880698	0.9997	2520	0.918
18440	1	1.135e-06	880699	0.9997	2521	0.9184
11294	1	1.135e-06	880700	0.9997	2522	0.9188
28654	1	1.135e-06	880701	0.9997	2523	0.9191
6125	1	1.135e-06	880702	0.9997	2524	0.9195
21020	1	1.135e-06	880703	0.9998	2525	0.9199
27226	1	1.135e-06	880704	0.9998	2526	0.9202
19454	1	1.135e-06	880705	0.9998	2527	0.9206
28940	1	1.135e-06	880706	0.9998	2528	0.9209
14446	1	1.135e-06	880707	0.9998	2529	0.9213
6605	1	1.135e-06	880708	0.9998	2530	0.9217
1726	1	1.135e-06	880709	0.9998	2531	0.922
278	1	1.135e-06	880710	0.9998	2532	0.9224
6279	1	1.135e-06	880711	0.9998	2533	0.9228
18859	1	1.135e-06	880712	0.9998	2534	0.9231
13686	1	1.135e-06	880713	0.9998	2535	0.9235
22929	1	1.135e-06	880714	0.9998	2536	0.9239
16470	1	1.135e-06	880715	0.9998	2537	0.9242
2708	1	1.135e-06	880716	0.9998	2538	0.9246
20932	1	1.135e-06	880717	0.9998	2539	0.925
8768	1	1.135e-06	880718	0.9998	2540	0.9253
8341	1	1.135e-06	880719	0.9998	2541	0.9257
27682	1	1.135e-06	880720	0.9998	2542	0.926
22173	1	1.135e-06	880721	0.9998	2543	0.9264
27330	1	1.135e-06	880722	0.9998	2544	0.9268
12414	1	1.135e-06	880723	0.9998	2545	0.9271
19991	1	1.135e-06	880724	0.9998	2546	0.9275
25984	1	1.135e-06	880725	0.9998	2547	0.9279
14365	1	1.135e-06	880726	0.9998	2548	0.9282
23648	1	1.135e-06	880727	0.9998	2549	0.9286
23374	1	1.135e-06	880728	0.9998	2550	0.929
20599	1	1.135e-06	880729	0.9998	2551	0.9293
21791	1	1.135e-06	880730	0.9998	2552	0.9297
29705	1	1.135e-06	880731	0.9998	2553	0.9301
7134	1	1.135e-06	880732	0.9998	2554	0.9304
16059	1	1.135e-06	880733	0.9998	2555	0.9308
10147	1	1.135e-06	880734	0.9998	2556	0.9311
6693	1	1.135e-06	880735	0.9998	2557	0.9315
3811	1	1.135e-06	880736	0.9998	2558	0.9319
5148	1	1.135e-06	880737	0.9998	2559	0.9322
1669	1	1.135e-06	880738	0.9998	2560	0.9326
19389	1	1.135e-06	880739	0.9998	2561	0.933
1249	1	1.135e-06	880740	0.9998	2562	0.9333
21646	1	1.135e-06	880741	0.9998	2563	0.9337
22920	1	1.135e-06	880742	0.9998	2564	0.9341
25768	1	1.135e-06	880743	0.9998	2565	0.9344
11705	1	1.135e-06	880744	0.9998	2566	0.9348
9185	1	1.135e-06	880745	0.9998	2567	0.9352
173	1	1.135e-06	880746	0.9998	2568	0.9355
20967	1	1.135e-06	880747	0.9998	2569	0.9359
22088	1	1.135e-06	880748	0.9998	2570	0.9362
4917	1	1.135e-06	880749	0.9998	2571	0.9366
25437	1	1.135e-06	880750	0.9998	2572	0.937
27175	1	1.135e-06	880751	0.9998	2573	0.9373
18573	1	1.135e-06	880752	0.9998	2574	0.9377
24989	1	1.135e-06	880753	0.9998	2575	0.9381
13980	1	1.135e-06	880754	0.9998	2576	0.9384
21649	1	1.135e-06	880755	0.9998	2577	0.9388
13114	1	1.135e-06	880756	0.9998	2578	0.9392
15143	1	1.135e-06	880757	0.9998	2579	0.9395
8623	1	1.135e-06	880758	0.9998	2580	0.9399
28067	1	1.135e-06	880759	0.9998	2581	0.9403
23595	1	1.135e-06	880760	0.9998	2582	0.9406
13140	1	1.135e-06	880761	0.9998	2583	0.941
21483	1	1.135e-06	880762	0.9998	2584	0.9413
16065	1	1.135e-06	880763	0.9998	2585	0.9417
15296	1	1.135e-06	880764	0.9998	2586	0.9421
9677	1	1.135e-06	880765	0.9998	2587	0.9424
18807	1	1.135e-06	880766	0.9998	2588	0.9428
6496	1	1.135e-06	880767	0.9998	2589	0.9432
14895	1	1.135e-06	880768	0.9998	2590	0.9435
11371	1	1.135e-06	880769	0.9998	2591	0.9439
18111	1	1.135e-06	880770	0.9998	2592	0.9443
26213	1	1.135e-06	880771	0.9998	2593	0.9446
20577	1	1.135e-06	880772	0.9998	2594	0.945
18135	1	1.135e-06	880773	0.9998	2595	0.9454
8749	1	1.135e-06	880774	0.9998	2596	0.9457
6295	1	1.135e-06	880775	0.9998	2597	0.9461
23054	1	1.135e-06	880776	0.9998	2598	0.9464
13143	1	1.135e-06	880777	0.9998	2599	0.9468
14819	1	1.135e-06	880778	0.9998	2600	0.9472
19229	1	1.135e-06	880779	0.9998	2601	0.9475
8529	1	1.135e-06	880780	0.9998	2602	0.9479
6373	1	1.135e-06	880781	0.9998	2603	0.9483
26902	1	1.135e-06	880782	0.9998	2604	0.9486
19645	1	1.135e-06	880783	0.9998	2605	0.949
1670	1	1.135e-06	880784	0.9998	2606	0.9494
954	1	1.135e-06	880785	0.9998	2607	0.9497
14550	1	1.135e-06	880786	0.9998	2608	0.9501
432	1	1.135e-06	880787	0.9998	2609	0.9505
25670	1	1.135e-06	880788	0.9998	2610	0.9508
8160	1	1.135e-06	880789	0.9998	2611	0.9512
17697	1	1.135e-06	880790	0.9998	2612	0.9515
12573	1	1.135e-06	880791	0.9999	2613	0.9519
3804	1	1.135e-06	880792	0.9999	2614	0.9523
17390	1	1.135e-06	880793	0.9999	2615	0.9526
12381	1	1.135e-06	880794	0.9999	2616	0.953
18397	1	1.135e-06	880795	0.9999	2617	0.9534
24082	1	1.135e-06	880796	0.9999	2618	0.9537
12891	1	1.135e-06	880797	0.9999	2619	0.9541
3740	1	1.135e-06	880798	0.9999	2620	0.9545
20029	1	1.135e-06	880799	0.9999	2621	0.9548
20947	1	1.135e-06	880800	0.9999	2622	0.9552
6296	1	1.135e-06	880801	0.9999	2623	0.9556
18679	1	1.135e-06	880802	0.9999	2624	0.9559
13235	1	1.135e-06	880803	0.9999	2625	0.9563
6709	1	1.135e-06	880804	0.9999	2626	0.9566
19808	1	1.135e-06	880805	0.9999	2627	0.957
20368	1	1.135e-06	880806	0.9999	2628	0.9574
4266	1	1.135e-06	880807	0.9999	2629	0.9577
3135	1	1.135e-06	880808	0.9999	2630	0.9581
10875	1	1.135e-06	880809	0.9999	2631	0.9585
27229	1	1.135e-06	880810	0.9999	2632	0.9588
289	1	1.135e-06	880811	0.9999	2633	0.9592
21968	1	1.135e-06	880812	0.9999	2634	0.9596
17904	1	1.135e-06	880813	0.9999	2635	0.9599
17764	1	1.135e-06	880814	0.9999	2636	0.9603
20542	1	1.135e-06	880815	0.9999	2637	0.9607
27901	1	1.135e-06	880816	0.9999	2638	0.961
2783	1	1.135e-06	880817	0.9999	2639	0.9614
28952	1	1.135e-06	880818	0.9999	2640	0.9617
26180	1	1.135e-06	880819	0.9999	2641	0.9621
27620	1	1.135e-06	880820	0.9999	2642	0.9625
19394	1	1.135e-06	880821	0.9999	2643	0.9628
16060	1	1.135e-06	880822	0.9999	2644	0.9632
7057	1	1.135e-06	880823	0.9999	2645	0.9636
2091	1	1.135e-06	880824	0.9999	2646	0.9639
6092	1	1.135e-06	880825	0.9999	2647	0.9643
14191	1	1.135e-06	880826	0.9999	2648	0.9647
26778	1	1.135e-06	880827	0.9999	2649	0.965
3264	1	1.135e-06	880828	0.9999	2650	0.9654
16703	1	1.135e-06	880829	0.9999	2651	0.9658
18186	1	1.135e-06	880830	0.9999	2652	0.9661
21744	1	1.135e-06	880831	0.9999	2653	0.9665
28197	1	1.135e-06	880832	0.9999	2654	0.9668
23586	1	1.135e-06	880833	0.9999	2655	0.9672
19934	1	1.135e-06	880834	0.9999	2656	0.9676
4925	1	1.135e-06	880835	0.9999	2657	0.9679
23035	1	1.135e-06	880836	0.9999	2658	0.9683
10253	1	1.135e-06	880837	0.9999	2659	0.9687
624	1	1.135e-06	880838	0.9999	2660	0.969
9155	1	1.135e-06	880839	0.9999	2661	0.9694
16055	1	1.135e-06	880840	0.9999	2662	0.9698
307	1	1.135e-06	880841	0.9999	2663	0.9701
15023	1	1.135e-06	880842	0.9999	2664	0.9705
8584	1	1.135e-06	880843	0.9999	2665	0.9709
2190	1	1.135e-06	880844	0.9999	2666	0.9712
15314	1	1.135e-06	880845	0.9999	2667	0.9716
26165	1	1.135e-06	880846	0.9999	2668	0.9719
1710	1	1.135e-06	880847	0.9999	2669	0.9723
21367	1	1.135e-06	880848	0.9999	2670	0.9727
12496	1	1.135e-06	880849	0.9999	2671	0.973
25336	1	1.135e-06	880850	0.9999	2672	0.9734
483	1	1.135e-06	880851	0.9999	2673	0.9738
17820	1	1.135e-06	880852	0.9999	2674	0.9741
23647	1	1.135e-06	880853	0.9999	2675	0.9745
24578	1	1.135e-06	880854	0.9999	2676	0.9749
12880	1	1.135e-06	880855	0.9999	2677	0.9752
8395	1	1.135e-06	880856	0.9999	2678	0.9756
20124	1	1.135e-06	880857	0.9999	2679	0.976
27140	1	1.135e-06	880858	0.9999	2680	0.9763
10801	1	1.135e-06	880859	0.9999	2681	0.9767
19967	1	1.135e-06	880860	0.9999	2682	0.977
512	1	1.135e-06	880861	0.9999	2683	0.9774
29936	1	1.135e-06	880862	0.9999	2684	0.9778
9727	1	1.135e-06	880863	0.9999	2685	0.9781
29578	1	1.135e-06	880864	0.9999	2686	0.9785
10891	1	1.135e-06	880865	0.9999	2687	0.9789
25480	1	1.135e-06	880866	0.9999	2688	0.9792
16952	1	1.135e-06	880867	0.9999	2689	0.9796
29900	1	1.135e-06	880868	0.9999	2690	0.98
22517	1	1.135e-06	880869	0.9999	2691	0.9803
3554	1	1.135e-06	880870	0.9999	2692	0.9807
6089	1	1.135e-06	880871	0.9999	2693	0.9811
910	1	1.135e-06	880872	0.9999	2694	0.9814
6732	1	1.135e-06	880873	0.9999	2695	0.9818
15509	1	1.135e-06	880874	0.9999	2696	0.9821
4861	1	1.135e-06	880875	0.9999	2697	0.9825
4631	1	1.135e-06	880876	0.9999	2698	0.9829
26201	1	1.135e-06	880877	0.9999	2699	0.9832
17481	1	1.135e-06	880878	0.9999	2700	0.9836
11239	1	1.135e-06	880879	1	2701	0.984
26838	1	1.135e-06	880880	1	2702	0.9843
2677	1	1.135e-06	880881	1	2703	0.9847
13814	1	1.135e-06	880882	1	2704	0.9851
17282	1	1.135e-06	880883	1	2705	0.9854
24268	1	1.135e-06	880884	1	2706	0.9858
25623	1	1.135e-06	880885	1	2707	0.9862
2077	1	1.135e-06	880886	1	2708	0.9865
29919	1	1.135e-06	880887	1	2709	0.9869
14230	1	1.135e-06	880888	1	2710	0.9872
5596	1	1.135e-06	880889	1	2711	0.9876
15960	1	1.135e-06	880890	1	2712	0.988
6313	1	1.135e-06	880891	1	2713	0.9883
29350	1	1.135e-06	880892	1	2714	0.9887
11275	1	1.135e-06	880893	1	2715	0.9891
19938	1	1.135e-06	880894	1	2716	0.9894
9937	1	1.135e-06	880895	1	2717	0.9898
23166	1	1.135e-06	880896	1	2718	0.9902
14170	1	1.135e-06	880897	1	2719	0.9905
29424	1	1.135e-06	880898	1	2720	0.9909
10874	1	1.135e-06	880899	1	2721	0.9913
8641	1	1.135e-06	880900	1	2722	0.9916
6261	1	1.135e-06	880901	1	2723	0.992
21692	1	1.135e-06	880902	1	2724	0.9923
5126	1	1.135e-06	880903	1	2725	0.9927
23724	1	1.135e-06	880904	1	2726	0.9931
20958	1	1.135e-06	880905	1	2727	0.9934
1773	1	1.135e-06	880906	1	2728	0.9938
4776	1	1.135e-06	880907	1	2729	0.9942
4021	1	1.135e-06	880908	1	2730	0.9945
8921	1	1.135e-06	880909	1	2731	0.9949
17425	1	1.135e-06	880910	1	2732	0.9953
5724	1	1.135e-06	880911	1	2733	0.9956
10590	1	1.135e-06	880912	1	2734	0.996
2927	1	1.135e-06	880913	1	2735	0.9964
29072	1	1.135e-06	880914	1	2736	0.9967
14224	1	1.135e-06	880915	1	2737	0.9971
6157	1	1.135e-06	880916	1	2738	0.9974
22390	1	1.135e-06	880917	1	2739	0.9978
22997	1	1.135e-06	880918	1	2740	0.9982
26998	1	1.135e-06	880919	1	2741	0.9985
20856	1	1.135e-06	880920	1	2742	0.9989
7142	1	1.135e-06	880921	1	2743	0.9993
19759	1	1.135e-06	880922	1	2744	0.9996
24757	1	1.135e-06	880923	1	2745	1
