key	freq	prob	cfreq	cprob	count	cfrac
20645	381	0.0004325	672254	0.7631	447	0.02035
18129	376	0.0004268	672630	0.7636	448	0.0204
15408	374	0.0004246	673004	0.764	449	0.02045
17581	374	0.0004246	673378	0.7644	450	0.02049
5026	374	0.0004246	673752	0.7648	451	0.02054
3796	371	0.0004211	674123	0.7652	452	0.02058
3273	370	0.00042	674493	0.7657	453	0.02063
4612	367	0.0004166	674860	0.7661	454	0.02067
2480	365	0.0004143	675225	0.7665	455	0.02072
24643	364	0.0004132	675589	0.7669	456	0.02076
17243	363	0.0004121	675952	0.7673	457	0.02081
9126	362	0.0004109	676314	0.7677	458	0.02086
8828	362	0.0004109	676676	0.7681	459	0.0209
26348	358	0.0004064	677034	0.7686	460	0.02095
4807	358	0.0004064	677392	0.769	461	0.02099
1153	357	0.0004053	677749	0.7694	462	0.02104
6185	353	0.0004007	678102	0.7698	463	0.02108
15759	349	0.0003962	678451	0.7702	464	0.02113
16946	348	0.000395	678799	0.7706	465	0.02117
15222	347	0.0003939	679146	0.7709	466	0.02122
3008	347	0.0003939	679493	0.7713	467	0.02126
27755	345	0.0003916	679838	0.7717	468	0.02131
11226	345	0.0003916	680183	0.7721	469	0.02136
5170	342	0.0003882	680525	0.7725	470	0.0214
21161	341	0.0003871	680866	0.7729	471	0.02145
2429	341	0.0003871	681207	0.7733	472	0.02149
8856	336	0.0003814	681543	0.7737	473	0.02154
20209	335	0.0003803	681878	0.774	474	0.02158
23108	334	0.0003791	682212	0.7744	475	0.02163
10891	334	0.0003791	682546	0.7748	476	0.02167
281	333	0.000378	682879	0.7752	477	0.02172
18117	332	0.0003769	683211	0.7756	478	0.02177
14931	332	0.0003769	683543	0.7759	479	0.02181
9428	330	0.0003746	683873	0.7763	480	0.02186
7322	330	0.0003746	684203	0.7767	481	0.0219
26167	328	0.0003723	684531	0.7771	482	0.02195
8874	326	0.0003701	684857	0.7774	483	0.02199
3019	325	0.0003689	685182	0.7778	484	0.02204
16762	325	0.0003689	685507	0.7782	485	0.02208
21747	323	0.0003667	685830	0.7785	486	0.02213
15396	322	0.0003655	686152	0.7789	487	0.02218
23532	322	0.0003655	686474	0.7793	488	0.02222
9104	319	0.0003621	686793	0.7796	489	0.02227
8174	318	0.000361	687111	0.78	490	0.02231
