key	freq	prob	cfreq	cprob	count	cfrac
6569	189	0.0002145	130352	0.148	473	0.01667
4782	189	0.0002145	130541	0.1482	474	0.01671
20677	189	0.0002145	130730	0.1484	475	0.01675
5007	188	0.0002134	130918	0.1486	476	0.01678
283	188	0.0002134	131106	0.1488	477	0.01682
17363	188	0.0002134	131294	0.149	478	0.01685
7608	188	0.0002134	131482	0.1493	479	0.01689
17194	187	0.0002123	131669	0.1495	480	0.01692
10778	187	0.0002123	131856	0.1497	481	0.01696
23669	187	0.0002123	132043	0.1499	482	0.01699
23482	187	0.0002123	132230	0.1501	483	0.01703
3865	187	0.0002123	132417	0.1503	484	0.01706
10484	187	0.0002123	132604	0.1505	485	0.0171
9513	186	0.0002111	132790	0.1507	486	0.01713
20469	186	0.0002111	132976	0.151	487	0.01717
28039	186	0.0002111	133162	0.1512	488	0.0172
7888	186	0.0002111	133348	0.1514	489	0.01724
9090	186	0.0002111	133534	0.1516	490	0.01727
602	186	0.0002111	133720	0.1518	491	0.01731
15095	186	0.0002111	133906	0.152	492	0.01734
10075	186	0.0002111	134092	0.1522	493	0.01738
6445	186	0.0002111	134278	0.1524	494	0.01742
15311	186	0.0002111	134464	0.1526	495	0.01745
16194	186	0.0002111	134650	0.1529	496	0.01749
10694	185	0.00021	134835	0.1531	497	0.01752
24286	185	0.00021	135020	0.1533	498	0.01756
2669	185	0.00021	135205	0.1535	499	0.01759
13856	185	0.00021	135390	0.1537	500	0.01763
4941	185	0.00021	135575	0.1539	501	0.01766
22859	185	0.00021	135760	0.1541	502	0.0177
17936	184	0.0002089	135944	0.1543	503	0.01773
16907	184	0.0002089	136128	0.1545	504	0.01777
15261	184	0.0002089	136312	0.1547	505	0.0178
3622	184	0.0002089	136496	0.1549	506	0.01784
4912	184	0.0002089	136680	0.1552	507	0.01787
15288	184	0.0002089	136864	0.1554	508	0.01791
15305	184	0.0002089	137048	0.1556	509	0.01794
25408	184	0.0002089	137232	0.1558	510	0.01798
11335	183	0.0002077	137415	0.156	511	0.01801
16354	183	0.0002077	137598	0.1562	512	0.01805
18060	183	0.0002077	137781	0.1564	513	0.01809
686	183	0.0002077	137964	0.1566	514	0.01812
23571	182	0.0002066	138146	0.1568	515	0.01816
976	182	0.0002066	138328	0.157	516	0.01819
18015	182	0.0002066	138510	0.1572	517	0.01823
4729	182	0.0002066	138692	0.1574	518	0.01826
23652	182	0.0002066	138874	0.1576	519	0.0183
17015	181	0.0002055	139055	0.1579	520	0.01833
12336	181	0.0002055	139236	0.1581	521	0.01837
23550	181	0.0002055	139417	0.1583	522	0.0184
19527	181	0.0002055	139598	0.1585	523	0.01844
20572	181	0.0002055	139779	0.1587	524	0.01847
16679	181	0.0002055	139960	0.1589	525	0.01851
10546	181	0.0002055	140141	0.1591	526	0.01854
24024	181	0.0002055	140322	0.1593	527	0.01858
16357	181	0.0002055	140503	0.1595	528	0.01861
24582	181	0.0002055	140684	0.1597	529	0.01865
14879	181	0.0002055	140865	0.1599	530	0.01868
11229	180	0.0002043	141045	0.1601	531	0.01872
20448	180	0.0002043	141225	0.1603	532	0.01875
9565	180	0.0002043	141405	0.1605	533	0.01879
18622	180	0.0002043	141585	0.1607	534	0.01883
16384	180	0.0002043	141765	0.1609	535	0.01886
10531	180	0.0002043	141945	0.1611	536	0.0189
7484	179	0.0002032	142124	0.1613	537	0.01893
